2019-06-18 15:43:34.324698;1;cuda:0;0;Net_0;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];5.51022;2019-06-18 15:44:03.517970;27.18544719555331;1;[0.0];1979;
2019-06-18 15:44:05.038118;1;cuda:0;0;Net_1;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];5;[14700, 3000, 2251, 1502, 753, 5];5.50168;2019-06-18 15:44:24.778974;20.161697827185446;1;[0.0];1979;
2019-06-18 15:44:26.289388;1;cuda:0;0;Net_2;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];5.6919;2019-06-18 15:44:55.606326;17.938352703385547;1;[0.0];1979;
2019-06-18 15:44:57.122969;1;cuda:0;0;Net_3;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];5.47032;2019-06-18 15:45:26.932898;21.57655381505811;1;[0.0];1979;
2019-06-18 15:45:28.459244;1;cuda:0;0;Net_4;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[2, 2, 2, 2, 2];4;[14700, 3000, 2001, 1003, 5];5.65938;2019-06-18 15:45:47.960834;27.18544719555331;1;[32.17768609523773];1979;
2019-06-18 15:45:49.468309;1;cuda:0;0;Net_5;5;[3, 62, 121, 181, 240, 300];[3, 3, 3, 3, 3];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];4;[10800, 3000, 2001, 1003, 5];5.42577;2019-06-18 15:46:08.401781;21.57655381505811;1;[0.0];1979;
2019-06-18 15:46:09.966000;1;cuda:0;0;Net_6;6;[3, 52, 102, 151, 201, 250, 300];[3, 3, 3, 3, 3, 3];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];5;[1200, 3000, 2251, 1502, 753, 5];5.36645;2019-06-18 15:46:28.887807;20.161697827185446;1;[0.0];1979;
2019-06-18 15:46:30.480470;1;cuda:0;0;Net_7;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];4;[2700, 3000, 2001, 1003, 5];5.55528;2019-06-18 15:46:49.647454;27.18544719555331;1;[32.16343331336975];1979;
2019-06-18 15:46:51.318890;1;cuda:0;0;Net_8;7;[3, 45, 87, 130, 172, 215, 257, 300];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];5;[1200, 3000, 2251, 1502, 753, 5];5.42383;2019-06-18 15:47:09.953426;17.938352703385547;1;[32.16731834411621];1979;
2019-06-18 15:47:12.451080;1;cuda:0;1;Net_0;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[2, 2, 2, 2, 2];3;[14700, 3000, 1502, 5];5.64938;2019-06-18 15:47:31.778815;17.938352703385547;1;[32.192044496536255];1979;
2019-06-18 15:47:33.404769;1;cuda:0;1;Net_1;5;[3, 62, 121, 181, 240, 300];[2, 2, 2, 2, 2];[1, 1, 1, 1, 1];[3, 3, 3, 3, 3];[2, 2, 2, 2, 2];3;[14700, 3000, 1502, 5];5.54793;2019-06-18 15:47:54.620801;27.18544719555331;1;[0.0];1979;
2019-06-18 15:47:56.203120;1;cuda:0;1;Net_2;7;[3, 45, 87, 130, 172, 215, 257, 300];[3, 3, 3, 3, 3, 3, 3];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];5;[300, 3000, 2251, 1502, 753, 5];5.53573;2019-06-18 15:48:14.413379;27.18544719555331;1;[32.12872624397278];1979;
2019-06-18 20:28:02.687469;2;cuda:0;0;Net_0;4;[3, 2, 2, 2, 2];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];2;[18, 4, 5];5.81526;2019-06-18 20:28:17.282742;18.999494694290046;1;[130.486869931221];1979;
2019-06-18 20:28:18.788316;2;cuda:0;0;Net_1;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[392, 7, 6, 5];5.80967;2019-06-18 20:28:33.380301;25.517938352703386;1;[97.53532803058624];1979;
2019-06-18 20:28:34.876443;2;cuda:0;0;Net_2;7;[3, 3, 3, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];3;[3, 5, 5, 5];5.80713;2019-06-18 20:28:50.138329;25.517938352703386;1;[128.12000036239624];1979;
2019-06-18 20:28:51.635695;2;cuda:0;0;Net_3;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[18, 4, 5];5.78685;2019-06-18 20:29:06.096174;18.999494694290046;1;[98.12540602684021];1979;
2019-06-18 20:29:07.590289;2;cuda:0;0;Net_4;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[27, 3, 5];5.81092;2019-06-18 20:29:22.108299;25.517938352703386;1;[130.26535069942474];1979;
2019-06-18 20:29:24.575932;2;cuda:0;1;Net_0;6;[3, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];2;[2, 6, 5];5.77824;2019-06-18 20:29:39.748290;19.35320869125821;1;[129.62528336048126];1979;
2019-06-18 20:29:41.242909;2;cuda:0;1;Net_1;7;[3, 2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];2;[2, 4, 5];5.80482;2019-06-18 20:29:56.447247;12.582112177867609;1;[129.3551903963089];1979;
2019-06-18 20:29:57.950958;2;cuda:0;1;Net_2;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 4, 4, 5];5.78348;2019-06-18 20:30:12.525852;25.517938352703386;1;[96.56621932983398];1979;
2019-06-18 20:30:15.002216;2;cuda:0;2;Net_0;7;[3, 2, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];3;[2, 6, 5, 5];5.79731;2019-06-18 20:30:30.236087;25.517938352703386;1;[96.00219404697418];1979;
2019-06-18 20:30:31.739274;2;cuda:0;2;Net_1;7;[3, 2, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];3;[2, 6, 5, 5];5.80591;2019-06-18 20:30:47.028743;23.547246083880747;1;[129.10771584510803];1979;
2019-06-18 20:30:48.548649;2;cuda:0;2;Net_2;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];3;[2, 4, 4, 5];5.81132;2019-06-18 20:31:03.810137;23.547246083880747;1;[97.24691259860992];1979;
2019-06-18 20:31:05.312964;2;cuda:0;2;Net_3;6;[3, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];2;[2, 6, 5];5.81355;2019-06-18 20:31:20.516647;23.547246083880747;1;[98.04558217525482];1979;
2019-06-18 20:31:22.034412;2;cuda:0;2;Net_4;6;[3, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];2;[32, 4, 5];5.78066;2019-06-18 20:31:37.189729;12.582112177867609;1;[97.73644316196442];1979;
2019-06-18 20:31:38.684342;2;cuda:0;2;Net_5;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];3;[2, 6, 5, 5];5.73252;2019-06-18 20:31:53.847272;18.999494694290046;1;[99.57087075710297];1979;
2019-06-18 20:31:56.320422;2;cuda:0;3;Net_0;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];2;[2, 6, 5];5.78411;2019-06-18 20:32:11.563930;12.582112177867609;1;[97.66960394382477];1979;
2019-06-18 20:32:13.068275;2;cuda:0;3;Net_1;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];2;[18, 4, 5];5.77821;2019-06-18 20:32:27.547277;12.582112177867609;1;[98.84391021728516];1979;
2019-06-18 20:32:29.050880;2;cuda:0;3;Net_2;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];2;[2, 6, 5];5.80868;2019-06-18 20:32:44.375106;23.547246083880747;1;[97.23296892642975];1979;
2019-06-18 20:32:45.873037;2;cuda:0;3;Net_3;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 4, 4, 5];5.78201;2019-06-18 20:33:00.412861;19.35320869125821;1;[129.17110228538513];1979;
2019-06-18 20:33:01.909447;2;cuda:0;3;Net_4;4;[3, 3, 3, 3, 3];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[27, 7, 5];5.83248;2019-06-18 20:33:16.520155;23.547246083880747;1;[96.55289113521576];1979;
2019-06-18 20:33:18.030775;2;cuda:0;3;Net_5;7;[3, 3, 3, 3, 3, 3, 3, 3];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];3;[3, 5, 5, 5];5.74947;2019-06-18 20:33:33.270096;18.999494694290046;1;[96.89239084720612];1979;
2019-06-18 20:33:34.748293;2;cuda:0;3;Net_6;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];2;[18, 5, 5];5.77718;2019-06-18 20:33:49.231724;12.582112177867609;1;[130.72277903556824];1979;
2019-06-18 20:33:50.725417;2;cuda:0;3;Net_7;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[392, 3, 4, 5];5.81647;2019-06-18 20:34:05.299707;25.517938352703386;1;[95.69177913665771];1979;
2019-06-18 20:34:07.741197;2;cuda:0;4;Net_0;7;[3, 3, 3, 3, 3, 3, 3, 3];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];3;[12, 7, 6, 5];5.74915;2019-06-18 20:34:22.931559;12.582112177867609;1;[65.11913323402405];1979;
2019-06-18 20:34:24.422712;2;cuda:0;4;Net_1;7;[3, 3, 3, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];3;[3, 7, 6, 5];5.81018;2019-06-18 20:34:39.663218;25.517938352703386;1;[96.2179833650589];1979;
2019-06-18 20:34:41.162968;2;cuda:0;4;Net_2;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 3, 4, 5];5.78713;2019-06-18 20:34:55.692596;18.999494694290046;1;[128.88379728794098];1979;
2019-06-18 20:34:57.175982;2;cuda:0;4;Net_3;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[18, 3, 5];5.78541;2019-06-18 20:35:11.734434;25.517938352703386;1;[97.67450308799744];1979;
2019-06-18 20:35:13.223128;2;cuda:0;4;Net_4;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[27, 6, 5];5.79702;2019-06-18 20:35:27.810989;25.517938352703386;1;[127.72888624668121];1979;
2019-06-18 20:35:29.313839;2;cuda:0;4;Net_5;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 7, 6, 5];5.83077;2019-06-18 20:35:43.890331;25.517938352703386;1;[128.7549591064453];1979;
2019-06-18 20:35:45.397047;2;cuda:0;4;Net_6;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 6, 5, 5];5.78968;2019-06-18 20:35:59.897786;25.517938352703386;1;[97.46839833259583];1979;
2019-06-18 20:36:01.423772;2;cuda:0;4;Net_7;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];3;[2, 5, 5, 5];5.8134;2019-06-18 20:36:16.701701;18.999494694290046;1;[98.27553427219391];1979;
2019-06-18 20:36:19.150867;2;cuda:0;5;Net_0;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 4, 4, 5];5.82377;2019-06-18 20:36:33.769364;12.582112177867609;1;[129.82433474063873];1979;
2019-06-18 20:36:35.281163;2;cuda:0;5;Net_1;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];2;[18, 4, 5];5.80552;2019-06-18 20:36:49.845752;25.517938352703386;1;[96.64839959144592];1979;
2019-06-18 20:36:51.360231;2;cuda:0;5;Net_2;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];3;[18, 6, 5, 5];5.81599;2019-06-18 20:37:05.958043;25.517938352703386;1;[96.32682514190674];1979;
2019-06-18 20:37:07.468269;2;cuda:0;5;Net_3;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 3, 4, 5];5.77694;2019-06-18 20:37:21.976518;23.547246083880747;1;[128.62410593032837];1979;
2019-06-18 20:37:23.500487;2;cuda:0;5;Net_4;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 5, 5, 5];5.78981;2019-06-18 20:37:38.017605;19.35320869125821;1;[96.6307567358017];1979;
2019-06-18 20:37:39.513136;2;cuda:0;5;Net_5;4;[3, 3, 3, 3, 3];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 5, 5, 5];5.83;2019-06-18 20:37:54.194827;23.547246083880747;1;[99.25625920295715];1979;
2019-06-18 20:37:55.696109;2;cuda:0;5;Net_6;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 5, 5, 5];5.82547;2019-06-18 20:38:10.403507;19.35320869125821;1;[130.6863567829132];1979;
2019-06-18 20:38:11.930778;2;cuda:0;5;Net_7;4;[3, 3, 3, 3, 3];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[27, 3, 4, 5];5.81339;2019-06-18 20:38:26.672385;18.999494694290046;1;[98.06376481056213];1979;
2019-06-18 20:38:29.139662;2;cuda:0;6;Net_0;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];2;[392, 3, 5];5.82158;2019-06-18 20:38:43.709032;23.547246083880747;1;[97.08214211463928];1979;
2019-06-18 20:38:45.191853;2;cuda:0;6;Net_1;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 6, 5, 5];5.81736;2019-06-18 20:38:59.792423;25.517938352703386;1;[128.14507830142975];1979;
2019-06-18 20:39:01.295891;2;cuda:0;6;Net_2;7;[3, 3, 3, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];3;[3, 5, 5, 5];5.80393;2019-06-18 20:39:16.545185;25.517938352703386;1;[96.50585234165192];1979;
2019-06-18 20:39:18.041347;2;cuda:0;6;Net_3;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[18, 7, 5];5.78845;2019-06-18 20:39:32.547071;19.35320869125821;1;[129.9530736207962];1979;
2019-06-18 20:39:34.077665;2;cuda:0;6;Net_4;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];2;[18, 3, 5];5.82251;2019-06-18 20:39:48.636730;25.517938352703386;1;[127.7872542142868];1979;
2019-06-18 20:39:50.136367;2;cuda:0;6;Net_5;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[392, 7, 6, 5];5.79807;2019-06-18 20:40:04.896377;19.35320869125821;1;[97.316481590271];1979;
2019-06-18 20:40:06.410002;2;cuda:0;6;Net_6;7;[3, 3, 3, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];2;[3, 3, 5];5.80067;2019-06-18 20:40:21.668393;25.517938352703386;1;[129.3170666694641];1979;
2019-06-18 20:40:23.184965;2;cuda:0;6;Net_7;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];2;[18, 3, 5];5.78137;2019-06-18 20:40:37.659032;23.547246083880747;1;[129.62131643295288];1979;
2019-06-18 20:40:39.175665;2;cuda:0;6;Net_8;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[392, 4, 4, 5];5.80513;2019-06-18 20:40:53.884248;23.547246083880747;1;[96.52360510826111];1979;
2019-06-18 20:40:55.385362;2;cuda:0;6;Net_9;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];2;[392, 7, 5];5.83736;2019-06-18 20:41:09.924338;19.35320869125821;1;[96.82609724998474];1979;
2019-06-18 20:41:12.365271;2;cuda:0;7;Net_0;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[392, 7, 6, 5];5.78361;2019-06-18 20:41:26.932258;19.35320869125821;1;[97.07491600513458];1979;
2019-06-18 20:41:28.426301;2;cuda:0;7;Net_1;4;[3, 3, 3, 3, 3];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];2;[588, 7, 5];5.75379;2019-06-18 20:41:42.922702;25.517938352703386;1;[96.56621932983398];1979;
2019-06-18 20:41:44.444563;2;cuda:0;7;Net_2;4;[3, 3, 3, 3, 3];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[588, 3, 4, 5];5.78361;2019-06-18 20:41:59.044410;18.999494694290046;1;[98.92480647563934];1979;
2019-06-18 20:42:00.559043;2;cuda:0;7;Net_3;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[588, 3, 4, 5];5.79859;2019-06-18 20:42:15.060827;12.582112177867609;1;[97.3864711523056];1979;
2019-06-18 20:42:16.572030;2;cuda:0;7;Net_4;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[588, 7, 6, 5];5.75849;2019-06-18 20:42:31.163217;18.999494694290046;1;[97.91037082672119];1979;
2019-06-18 20:42:32.683889;2;cuda:0;7;Net_5;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[588, 3, 4, 5];5.78149;2019-06-18 20:42:47.302572;25.517938352703386;1;[96.51447284221649];1979;
2019-06-18 20:42:48.805451;2;cuda:0;7;Net_6;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];2;[392, 3, 5];5.78555;2019-06-18 20:43:03.293580;23.547246083880747;1;[99.16082012653351];1979;
2019-06-18 20:43:04.805469;2;cuda:0;7;Net_7;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 6, 5, 5];5.76552;2019-06-18 20:43:19.345566;23.547246083880747;1;[96.6308000087738];1979;
2019-06-18 20:43:21.801378;2;cuda:0;8;Net_0;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2, 2];2;[8, 5, 5];5.79297;2019-06-18 20:43:37.167078;23.547246083880747;1;[97.52781069278717];1979;
2019-06-18 20:43:38.660944;2;cuda:0;8;Net_1;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[392, 7, 6, 5];5.8112;2019-06-18 20:43:53.269890;12.582112177867609;1;[99.2270427942276];1979;
2019-06-18 20:43:54.761921;2;cuda:0;8;Net_2;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 3, 4, 5];5.78232;2019-06-18 20:44:09.402326;23.547246083880747;1;[128.9901728630066];1979;
2019-06-18 20:44:10.904308;2;cuda:0;8;Net_3;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];2;[588, 4, 5];5.80301;2019-06-18 20:44:25.466526;25.517938352703386;1;[96.71068918704987];1979;
2019-06-18 20:44:26.960189;2;cuda:0;8;Net_4;4;[3, 2, 2, 2, 2];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 6, 5, 5];5.808;2019-06-18 20:44:41.523184;23.547246083880747;1;[97.54642915725708];1979;
2019-06-18 20:44:43.033480;2;cuda:0;8;Net_5;7;[3, 2, 2, 2, 2, 2, 2, 2];[6, 6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2, 2];2;[2, 7, 5];5.75161;2019-06-18 20:44:58.241590;19.35320869125821;1;[96.68687951564789];1979;
2019-06-18 20:44:59.750713;2;cuda:0;8;Net_6;7;[3, 2, 2, 2, 2, 2, 2, 2];[4, 4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3, 3];3;[2, 7, 6, 5];5.79341;2019-06-18 20:45:14.979894;12.582112177867609;1;[129.65251469612122];1979;
2019-06-18 20:45:16.491894;2;cuda:0;8;Net_7;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];2;[392, 3, 5];5.83066;2019-06-18 20:45:31.054673;12.582112177867609;1;[98.48879384994507];1979;
2019-06-18 20:45:33.519020;2;cuda:0;9;Net_0;4;[3, 2, 2, 2, 2];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[18, 3, 4, 5];5.8203;2019-06-18 20:45:48.162958;18.999494694290046;1;[129.4492392539978];1979;
2019-06-18 20:45:49.688224;2;cuda:0;9;Net_1;4;[3, 3, 3, 3, 3];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];3;[588, 6, 5, 5];5.83182;2019-06-18 20:46:04.413447;23.547246083880747;1;[96.8645179271698];1979;
