start_time;run_id;gpu;generation;network;n_conv;dim1;kernel_conv;stride_conv;kernel_pool;stride_pool;n_layers;dim2;train_time;end_time;accuracy;num_epochs;loss_log;test_imgs;errors
2019-06-19 15:30:47.550091;20190619150000;cuda:0;12;Net_0;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:31:01.242967;22.132390096008084;1;[];1979;no errors

2019-06-19 15:31:02.793779;20190619150000;cuda:0;12;Net_1;6;[3, 52, 102, 151, 201, 250, 300];[5, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:31:27.398806;25.87165234967155;1;[];1979;no errors

2019-06-19 15:31:29.075978;20190619150000;cuda:0;12;Net_2;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:31:42.284149;25.87165234967155;1;[];1979;no errors

2019-06-19 15:31:43.869440;20190619150000;cuda:0;12;Net_3;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[50700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:32:24.804251;18.84790298130369;1;[];1979;no errors

2019-06-19 15:32:26.406076;20190619150000;cuda:0;12;Net_4;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:32:39.333277;25.87165234967155;1;[];1979;no errors

2019-06-19 15:32:40.864702;20190619150000;cuda:0;12;Net_5;5;[3, 62, 121, 181, 240, 300];[4, 4, 4, 4, 4];[1, 1, 1, 1, 1];[2, 2, 2, 2, 2];[3, 3, 3, 3, 3];3;[300, 3000, 1502, 5];0;2019-06-19 15:32:54.887363;25.87165234967155;1;[];1979;no errors

2019-06-19 15:32:56.436307;20190619150000;cuda:0;12;Net_6;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];3;[2700, 3000, 1502, 5];0;2019-06-19 15:33:13.775705;13.794845881758464;1;[];1979;no errors

2019-06-19 15:33:15.392753;20190619150000;cuda:0;12;Net_7;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:33:48.761850;13.794845881758464;1;[];1979;no errors

2019-06-19 15:33:51.355043;20190619150000;cuda:0;13;Net_0;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:34:24.608130;13.794845881758464;1;[];1979;no errors

2019-06-19 15:34:26.275423;20190619150000;cuda:0;13;Net_1;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:35:21.170945;22.132390096008084;1;[];1979;no errors

2019-06-19 15:35:22.744950;20190619150000;cuda:0;13;Net_2;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[2700, 3000, 1502, 5];0;2019-06-19 15:35:38.161625;13.794845881758464;1;[];1979;no errors

2019-06-19 15:35:39.720195;20190619150000;cuda:0;13;Net_3;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:35:57.822975;22.132390096008084;1;[];1979;no errors

2019-06-19 15:36:00.408646;20190619150000;cuda:0;14;Net_0;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:36:34.189196;13.794845881758464;1;[];1979;no errors

2019-06-19 15:36:35.849934;20190619150000;cuda:0;14;Net_1;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];5;[4800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:36:50.705790;22.132390096008084;1;[];1979;no errors

2019-06-19 15:36:52.290087;20190619150000;cuda:0;14;Net_2;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:37:06.252306;13.794845881758464;1;[];1979;no errors

2019-06-19 15:37:07.800721;20190619150000;cuda:0;14;Net_3;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:37:23.610561;19.35320869125821;1;[];1979;no errors

2019-06-19 15:37:25.261849;20190619150000;cuda:0;14;Net_4;6;[3, 52, 102, 151, 201, 250, 300];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:37:45.206003;22.132390096008084;1;[];1979;no errors

2019-06-19 15:37:46.827618;20190619150000;cuda:0;14;Net_5;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];3;[58800, 3000, 1502, 5];0;2019-06-19 15:38:13.439984;18.84790298130369;1;[];1979;no errors

2019-06-19 15:38:14.996171;20190619150000;cuda:0;14;Net_6;6;[3, 52, 102, 151, 201, 250, 300];[5, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:38:39.907981;18.84790298130369;1;[];1979;no errors

2019-06-19 15:38:42.564574;20190619150000;cuda:0;15;Net_0;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[2700, 3000, 1502, 5];0;2019-06-19 15:38:57.864668;22.132390096008084;1;[];1979;no errors

2019-06-19 15:39:00.409423;20190619150000;cuda:0;16;Net_0;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:39:27.439175;25.87165234967155;1;[];1979;no errors

2019-06-19 15:39:29.024833;20190619150000;cuda:0;16;Net_1;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:40:02.472023;18.84790298130369;1;[];1979;no errors

2019-06-19 15:40:04.144192;20190619150000;cuda:0;16;Net_2;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];5;[1200, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:40:23.380606;19.35320869125821;1;[];1979;no errors

2019-06-19 15:40:24.906499;20190619150000;cuda:0;16;Net_3;4;[3, 77, 151, 225, 300];[6, 6, 6, 6];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];3;[2700, 3000, 1502, 5];0;2019-06-19 15:40:47.443865;13.794845881758464;1;[];1979;no errors

2019-06-19 15:40:49.005525;20190619150000;cuda:0;16;Net_4;6;[3, 52, 102, 151, 201, 250, 300];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:41:08.947166;25.87165234967155;1;[];1979;no errors

2019-06-19 15:41:10.523530;20190619150000;cuda:0;16;Net_5;4;[3, 77, 151, 225, 300];[7, 7, 7, 7];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:42:39.410045;18.84790298130369;1;[];1979;no errors

2019-06-19 15:42:42.014821;20190619150000;cuda:0;17;Net_0;6;[3, 52, 102, 151, 201, 250, 300];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:43:12.239766;25.87165234967155;1;[];1979;no errors

2019-06-19 15:43:14.745718;20190619150000;cuda:0;18;Net_0;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];5;[4800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:43:29.032495;25.87165234967155;1;[];1979;no errors

2019-06-19 15:43:30.622518;20190619150000;cuda:0;18;Net_1;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:43:43.761375;18.84790298130369;1;[];1979;no errors

2019-06-19 15:43:45.317606;20190619150000;cuda:0;18;Net_2;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];4;[2700, 3000, 2001, 1003, 5];0;2019-06-19 15:44:00.898076;18.84790298130369;1;[];1979;no errors

2019-06-19 15:44:02.533075;20190619150000;cuda:0;18;Net_3;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:44:15.774264;22.132390096008084;1;[];1979;no errors

2019-06-19 15:44:17.332060;20190619150000;cuda:0;18;Net_4;6;[3, 52, 102, 151, 201, 250, 300];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:44:37.293564;13.794845881758464;1;[];1979;no errors

2019-06-19 15:44:39.983098;20190619150000;cuda:0;19;Net_0;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:44:53.362959;18.84790298130369;1;[];1979;no errors

2019-06-19 15:44:54.887339;20190619150000;cuda:0;19;Net_1;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];5;[300, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:45:07.598083;13.794845881758464;1;[];1979;no errors

2019-06-19 15:45:09.131542;20190619150000;cuda:0;19;Net_2;6;[3, 52, 102, 151, 201, 250, 300];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:45:39.109587;18.84790298130369;1;[];1979;no errors

2019-06-19 15:45:40.682451;20190619150000;cuda:0;19;Net_3;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:45:56.732396;19.35320869125821;1;[];1979;no errors

2019-06-19 15:45:58.259503;20190619150000;cuda:0;19;Net_4;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];5;[58800, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:46:31.432497;19.35320869125821;1;[];1979;no errors

2019-06-19 15:46:32.961385;20190619150000;cuda:0;19;Net_5;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];3;[300, 3000, 1502, 5];0;2019-06-19 15:46:47.194925;19.35320869125821;1;[];1979;no errors

2019-06-19 15:46:48.746181;20190619150000;cuda:0;19;Net_6;6;[3, 52, 102, 151, 201, 250, 300];[6, 6, 6, 6, 6, 6];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[3, 3, 3, 3, 3, 3];6;[300, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:47:09.143823;13.794845881758464;1;[];1979;no errors

2019-06-19 15:47:10.815260;20190619150000;cuda:0;19;Net_7;4;[3, 77, 151, 225, 300];[2, 2, 2, 2];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:47:24.029239;18.84790298130369;1;[];1979;no errors

2019-06-19 15:47:25.638672;20190619150000;cuda:0;19;Net_8;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[2, 2, 2, 2];6;[58800, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:48:09.421324;25.87165234967155;1;[];1979;no errors

2019-06-19 15:48:12.047590;20190619150000;cuda:0;20;Net_0;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:48:31.813087;25.87165234967155;1;[];1979;no errors

2019-06-19 15:48:33.367898;20190619150000;cuda:0;20;Net_1;4;[3, 77, 151, 225, 300];[4, 4, 4, 4];[1, 1, 1, 1];[3, 3, 3, 3];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:48:49.688595;13.794845881758464;1;[];1979;no errors

2019-06-19 15:48:51.227180;20190619150000;cuda:0;20;Net_2;4;[3, 77, 151, 225, 300];[5, 5, 5, 5];[1, 1, 1, 1];[2, 2, 2, 2];[3, 3, 3, 3];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:49:10.781517;25.87165234967155;1;[];1979;no errors

2019-06-19 15:49:12.476514;20190619150000;cuda:0;20;Net_3;6;[3, 52, 102, 151, 201, 250, 300];[2, 2, 2, 2, 2, 2];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:49:26.988268;18.84790298130369;1;[];1979;no errors

2019-06-19 15:49:28.613353;20190619150000;cuda:0;20;Net_4;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:49:46.609324;18.84790298130369;1;[];1979;no errors

2019-06-19 15:49:48.147767;20190619150000;cuda:0;20;Net_5;6;[3, 52, 102, 151, 201, 250, 300];[4, 4, 4, 4, 4, 4];[1, 1, 1, 1, 1, 1];[3, 3, 3, 3, 3, 3];[2, 2, 2, 2, 2, 2];6;[2700, 3000, 2401, 1802, 1203, 604, 5];0;2019-06-19 15:50:06.368416;13.794845881758464;1;[];1979;no errors

2019-06-19 15:50:07.932623;20190619150000;cuda:0;20;Net_6;6;[3, 52, 102, 151, 201, 250, 300];[5, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 1];[2, 2, 2, 2, 2, 2];[2, 2, 2, 2, 2, 2];5;[2700, 3000, 2251, 1502, 753, 5];0;2019-06-19 15:50:32.615116;22.132390096008084;1;[];1979;no errors
