Run ID;Generation;Maximum Fitness;Minimum Fitness;Average Fitness;Chromosome;Best Solution
20190619140619;0;26.0738;0.0;14.0938;001 011 001 01 111;[4 6 4 2 7]
20190619140619;1;26.0738;18.949;22.0692;001 011 001 01 111;[7 5 2 2 3]
20190619140619;2;26.0738;22.8903;24.4821;111 101 010 01 110;[4 6 4 2 7]
20190619140619;3;26.0738;22.8903;24.7473;111 101 010 01 110;[4 6 4 2 7]
20190619140619;4;26.0738;26.0738;26.0738;111 010 110 01 011;[7 2 3 2 6]
20190619140619;5;26.0738;26.0738;26.0738;111 010 110 01 011;[7 2 3 2 6]
20190619140619;6;26.0738;26.0738;26.0738;111 010 110 01 011;[7 2 3 2 6]
20190619140619;7;26.0738;26.0738;26.0738;111 010 110 01 011;[7 2 3 2 6]
